id,nodecolor
971,17
972,2
973,17
974,17
975,17
976,5
977,17
978,6
979,10
980,17
981,10
982,5
983,15
984,15
985,2
986,17
987,17
988,17
989,5
990,5
991,17
992,17
993,17
994,10
995,17
996,10
997,17
998,10
999,17
1000,11
1001,17
1002,17
1003,17
1004,11
1005,11
1006,17
1007,15
1008,17
1009,17
1010,5
1011,6
1012,6
1013,17
1014,17
1015,2
1016,5
1017,17
1018,15
1019,2
1020,5
1021,2
1022,5
1023,17
1024,17
1025,15
1026,17
1027,10
1028,17
1029,11
1030,10
1031,17
1032,17
1033,2
1034,17
1035,17
1036,6
1037,5
1038,6
1039,17
1040,17
1041,15
1042,6
1043,17
1044,17
1045,5
1046,17
1047,17
1048,10
1049,10
1050,11
1051,17
1052,6
1053,6
1054,17
1055,11
1056,17
1057,10
1058,17
1059,17
1060,11
1061,5
1062,17
1063,17
1064,17
1065,17
1066,17
1067,2
1068,5
1069,15
1070,17
1071,6
1072,17
1073,6
1074,17
1075,10
1076,11
1077,11
1078,17
1079,15
1080,11
1081,17
1082,2
1083,5
1084,15
1085,17
1086,3
1087,15
1088,17
1089,17
1090,17
1091,17
1092,17
1093,17
1094,17
1095,17
1096,17
1097,17
1098,17
1099,17
1100,2
1101,5
1102,15
1103,2
1104,17
1105,5
1106,17
1107,6
1108,15
1109,2
1110,6
1111,11
1112,17
1113,11
1114,17
1115,17
1116,5
1117,17
1118,10
1119,17
1120,17
1121,5
1122,6
1123,17
1124,17
1125,10
1126,15
1127,11
1128,17
1129,11
1130,5
1131,15
1132,6
1133,15
1134,17
1135,17
1136,10
1137,17
1138,17
1139,17
1140,6
1141,17
1142,17
1143,17
1144,17
1145,17
1146,17
1147,10
1148,17
1149,5
1150,11
1151,17
1152,17
1153,17
1154,15
1155,17
1156,17
1157,15
1158,17
1159,5
1160,6
1161,10
1162,17
1163,17
1164,15
1165,17
1166,17
1167,2
1168,6
1169,17
1170,17
1171,17
1172,17
1173,15
1174,10
1175,17
1176,10
1177,17
1178,17
1179,17
1180,17
1181,10
1182,11
1183,10
1184,6
1185,11
1186,11
1187,17
1188,17
1189,6
1190,6
1191,5
1192,10
1193,5
1194,17
1195,17
1196,10
1197,17
1198,17
1199,11
1200,15
1201,17
1202,10
1203,17
1204,17
1205,5
1206,10
1207,17
1208,15
1209,17
1210,11
1211,17
1212,15
1213,17
1214,17
1215,10
1216,2
1217,17
1218,6
1219,17
1220,17
1221,17
1222,5
1223,10
1224,17
1225,17
1226,6
1227,6
1228,5
1229,6
1230,5
1231,10
1232,5
1233,17
1234,17
1235,17
1236,5
1237,6
1238,17
1239,15
1240,17
1241,17
1242,17
1243,11
1244,10
1245,17
1246,2
1247,6
1248,17
1249,17
1250,17
1251,11
1252,17
1253,17
1254,17
1255,17
1256,10
1257,15
1258,5
1259,6
1260,6
1261,6
1262,2
1263,17
1264,17
1265,17
1266,10
1267,17
1268,11
1269,17
1270,11
1271,17
1272,15
1273,10
1274,2
1275,17
1276,6
1277,17
1278,5
1279,11
1280,5
1281,10
1282,2
1283,2
1284,17
1285,5
1286,15
1287,17
1288,11
1289,15
1290,15
1291,11
1292,11
1293,5
1294,17
1295,17
1296,17
1297,6
1298,17
1299,5
1300,6
1301,17
1302,17
1303,15
1304,2
1305,6
1306,11
1307,6
1308,17
1309,6
1310,2
1311,6
1312,6
1313,10
1314,17
1315,17
1316,5
1317,2
1318,17
1319,17
1320,17
1321,17
1322,17
1323,5
1324,10
1325,2
1326,17
1327,17
1328,17
1329,17
1330,10
1331,10
1332,15
1333,17
1334,17
1335,10
1336,15
1337,15
1338,17
1339,6
1340,11
1341,11
1342,15
1343,17
1344,17
1345,11
1346,5
1347,17
1348,5
1349,6
1350,17
1351,17
1352,15
1353,11
1354,17
1355,17
1356,6
1357,17
1358,17
1359,17
1360,10
1361,17
1362,10
1363,17
1364,17
1365,17
1366,17
1367,6
1368,11
1369,17
1370,17
1371,15
1372,17
1373,17
1374,2
1375,17
1376,11
1377,11
1378,10
1379,17
1380,5
1381,15
1382,5
1383,2
1384,17
1385,17
1386,17
1387,17
1388,17
1389,10
1390,10
1391,11
1392,15
1393,5
1394,10
1395,17
1396,17
1397,2
1398,17
1399,17
1400,15
1401,17
1402,17
1403,15
1404,17
1405,5
1406,14
1407,2
1408,17
1409,17
1410,10
1411,17
1412,17
1413,17
1414,5
1415,17
1416,6
1417,11
1418,17
1419,17
1420,17
1421,11
1422,17
1423,17
1424,5
1425,17
1426,17
1427,5
1428,17
1429,6
1430,17
1431,17
1432,15
1433,5
1434,17
1435,17
1436,17
1437,17
1438,17
1439,5
1440,17
1441,17
1442,17
1443,17
1444,17
1445,6
1446,17
1447,17
1448,10
1449,5
1450,15
1451,17
1452,2
1453,17
1454,17
1455,2
1456,17
1457,15
1458,15
1459,17
1460,5
1461,10
1462,17
1463,5
1464,17
1465,17
1466,12
1467,17
1468,11
1469,17
1470,6
1471,10
1472,15
1473,6
1474,6
1475,17
1476,5
1477,17
1478,17
1479,17
1480,5
1481,15
1482,17
1483,6
1484,10
1485,17
1486,17
1487,17
1488,17
1489,15
1490,17
1491,17
1492,11
1493,17
1494,17
1495,17
1496,2
1497,6
1498,17
1499,17
1500,17
1501,6
1502,17
1503,2
1504,17
1505,6
1506,14
1507,17
1508,6
1509,2
1510,10
1511,17
1512,17
1513,17
1514,10
1515,17
1516,2
1517,11
1518,17
1519,17
1520,17
1521,10
1522,17
1523,11
1524,11
1525,11
1526,6
1527,17
1528,17
1529,10
1530,6
1531,11
1532,17
1533,11
1534,17
1535,17
1536,10
1537,6
1538,17
1539,11
1540,11
1541,17
1542,6
1543,15
1544,17
1545,17
1546,17
1547,17
1548,15
1549,17
1550,17
1551,5
1552,10
1553,17
1554,17
1555,11
1556,17
1557,17
1558,11
1559,17
1560,10
1561,17
1562,17
1563,17
1564,10
1565,17
1566,17
1567,17
1568,17
1569,17
1570,6
1571,10
1572,17
1573,11
1574,5
1575,17
1576,17
1577,5
1578,12
1579,5
1580,17
1581,10
1582,17
1583,2
1584,5
1585,11
1586,17
1587,17
1588,5
1589,17
1590,11
1591,10
1592,5
1593,17
1594,17
1595,17
1596,2
1597,5
1598,11
1599,15
1600,17
1601,11
1602,17
1603,17
1604,11
1605,15
1606,15
1607,17
1608,17
1609,10
1610,10
1611,15
1612,5
1613,11
1614,11
1615,17
1616,17
1617,17
1618,11
1619,17
1620,15
1621,10
1622,11
1623,11
1624,11
1625,6
1626,17
1627,17
1628,17
1629,5
1630,17
1631,6
1632,17
1633,11
1634,6
1635,6
1636,5
1637,5
1638,10
1639,2
1640,10
1641,17
1642,17
1643,17
1644,11
1645,11
1646,17
1647,17
1648,5
1649,17
1650,2
1651,17
1652,17
1653,11
1654,11
1655,17
1656,5
1657,17
1658,17
1659,17
1660,11
1661,17
1662,2
1663,15
1664,10
1665,17
1666,15
1667,17
1668,6
1669,15
1670,10
1671,17
1672,17
1673,6
1674,17
1675,17
1676,10
1677,17
1678,17
1679,17
1680,17
1681,5
1682,6
1683,5
1684,11
1685,14
1686,10
1687,6
1688,17
1689,11
1690,11
1691,17
1692,5
1693,17
1694,17
1695,17
1696,17
1697,17
1698,17
1699,17
1700,6
1701,17
1702,17
1703,17
1704,6
1705,17
1706,17
1707,2
1708,15
1709,17
1710,6
1711,17
1712,17
1713,15
1714,17
1715,15
1716,5
1717,5
1718,11
1719,12
1720,17
1721,5
1722,11
1723,10
1724,10
1725,11
1726,6
1727,17
1728,6
1729,5
1730,2
1731,10
1732,17
1733,2
1734,17
1735,10
1736,11
1737,15
1738,11
1739,6
1740,17
1741,17
1742,15
1743,2
1744,17
1745,17
1746,17
1747,11
1748,17
1749,17
1750,17
1751,11
1752,2
1753,11
1754,10
1755,17
1756,17
1757,17
1758,11
1759,17
1760,17
1761,17
1762,11
1763,17
1764,17
1765,17
1766,10
1767,17
1768,17
1769,10
1770,17
1771,6
1772,17
1773,10
1774,17
1775,17
1776,17
1777,17
1778,17
1779,17
1780,17
1781,17
1782,6
1783,17
1784,2
1785,17
1786,6
1787,2
1788,17
1789,17
1790,11
1791,17
1792,10
1793,17
1794,15
1795,17
1796,11
1797,11
1798,17
1799,17
1800,11
1801,11
1802,17
1803,17
1804,17
1805,15
1806,17
1807,17
1808,6
1809,17
1810,15
1811,11
1812,10
1813,2
1814,10
1815,17
1816,6
1817,15
1818,17
1819,17
1820,11
1821,2
1822,17
1823,17
1824,11
1825,2
1826,17
1827,15
1828,11
1829,2
1830,17
1831,17
1832,17
1833,15
1834,11
1835,17
1836,10
1837,17
1838,17
1839,17
1840,15
1841,17
1842,5
1843,10
1844,17
1845,17
1846,10
1847,17
1848,17
1849,2
1850,15
1851,17
1852,17
1853,17
1854,17
1855,17
1856,17
1857,17
1858,5
1859,17
1860,5
1861,17
1862,10
1863,5
1864,17
1865,10
1866,17
1867,17
1868,11
1869,15
1870,17
1871,17
1872,2
1873,5
1874,5
1875,17
1876,17
1877,6
1878,11
1879,17
1880,15
1881,17
1882,17
1883,17
1884,17
1885,5
1886,17
1887,11
1888,17
1889,15
1890,17
1891,17
1892,10
1893,17
1894,2
1895,2
1896,17
1897,17
1898,17
1899,15
1900,5
1901,17
1902,17
1903,10
1904,5
1905,6
1906,17
1907,6
1908,2
1909,17
1910,17
1911,17
1912,17
1913,13
1914,17
1915,8
1916,17
1917,17
1918,17
1919,17
1920,8
1921,12
1922,8
1923,17
1924,13
1925,17
1926,17
1927,13
1928,8
1929,8
1930,17
1931,13
1932,8
1933,12
1934,17
1935,17
1936,8
1937,13
1938,17
1939,17
1940,7
1941,12
1942,12
1943,17
1944,17
1945,13
1946,12
1947,17
1948,7
1949,12
1950,17
1951,17
1952,8
1953,17
1954,17
1955,12
1956,12
1957,17
1958,8
1959,8
1960,16
1961,13
1962,17
1963,17
1964,17
1965,13
1966,13
1967,17
1968,17
1969,8
1970,17
1971,7
1972,17
1973,8
1974,8
1975,17
1976,13
1977,8
1978,17
1979,17
1980,17
1981,8
1982,7
1983,17
1984,17
1985,17
1986,17
1987,17
1988,17
1989,17
1990,17
1991,13
1992,8
1993,17
1994,17
1995,12
1996,8
1997,17
1998,17
1999,8
2000,8
2001,8
2002,8
2003,12
2004,7
2005,8
2006,17
2007,8
2008,12
2009,17
2010,8
2011,12
2012,8
2013,17
2014,17
2015,17
2016,17
2017,17
2018,17
2019,8
2020,17
2021,17
2022,17
2023,8
2024,13
2025,8
2026,8
2027,12
2028,8
2029,12
2030,13
2031,17
2032,13
2033,12
2034,17
2035,17
2036,13
2037,13
2038,17
2039,13
2040,12
2041,17
2042,17
2043,12
2044,17
2045,17
2046,17
2047,17
2048,13
2049,17
2050,13
2051,8
2052,17
2053,12
2054,16
2055,16
2056,17
2057,17
2058,17
2059,17
2060,17
2061,17
2062,8
2063,7
2064,17
2065,17
2066,17
2067,17
2068,17
2069,12
2070,17
2071,17
2072,12
2073,16
2074,17
2075,17
2076,7
2077,17
2078,17
2079,17
2080,17
2081,17
2082,16
2083,13
2084,17
2085,17
2086,13
2087,17
2088,12
2089,17
2090,13
2091,17
2092,13
2093,17
2094,17
2095,17
2096,17
2097,17
2098,8
2099,17
2100,17
2101,17
2102,7
2103,12
2104,17
2105,17
2106,17
2107,17
2108,13
2109,17
2110,17
2111,7
2112,16
2113,17
2114,17
2115,17
2116,17
2117,8
2118,12
2119,17
2120,13
2121,13
2122,17
2123,17
2124,17
2125,17
2126,12
2127,13
2128,12
2129,12
2130,13
2131,17
2132,17
2133,7
2134,13
2135,12
2136,12
2137,17
2138,17
2139,12
2140,17
2141,17
2142,13
2143,17
2144,12
2145,12
2146,13
2147,13
2148,17
2149,12
2150,12
2151,17
2152,12
2153,17
2154,12
2155,17
2156,13
2157,13
2158,8
2159,17
2160,8
2161,13
2162,7
2163,13
2164,17
2165,17
2166,17
2167,17
2168,17
2169,17
2170,12
2171,17
2172,8
2173,17
2174,13
2175,12
2176,17
2177,13
2178,17
2179,17
2180,17
2181,12
2182,17
2183,17
2184,12
2185,17
2186,13
2187,13
2188,12
2189,17
2190,12
2191,17
2192,12
2193,8
2194,17
2195,12
2196,17
2197,12
2198,13
2199,17
2200,16
2201,17
2202,17
2203,8
2204,12
2205,17
2206,13
2207,17
2208,17
2209,17
2210,13
2211,17
2212,13
2213,17
2214,17
2215,13
2216,12
2217,17
2218,17
2219,17
2220,17
2221,17
2222,7
2223,7
2224,12
2225,12
2226,8
2227,13
2228,17
2229,13
2230,17
2231,17
2232,13
2233,13
2234,17
2235,17
2236,7
2237,13
2238,17
2239,17
2240,17
2241,17
2242,12
2243,13
2244,7
2245,17
2246,17
2247,12
2248,12
2249,13
2250,17
2251,12
2252,17
2253,17
2254,17
2255,12
2256,17
2257,17
2258,17
2259,17
2260,17
2261,13
2262,17
2263,17
2264,17
2265,16
2266,17
2267,17
2268,12
2269,12
2270,17
2271,13
2272,17
2273,13
2274,12
2275,7
2276,17
2277,17
2278,13
2279,17
2280,12
2281,7
2282,17
2283,16
2284,12
2285,8
2286,12
2287,13
2288,17
2289,17
2290,13
2291,17
2292,13
2293,12
2294,12
2295,16
2296,17
2297,13
2298,8
2299,17
2300,17
2301,17
2302,17
2303,12
2304,17
2305,7
2306,17
2307,17
2308,17
2309,17
2310,17
2311,13
2312,17
2313,17
2314,13
2315,13
2316,12
2317,17
2318,13
2319,13
2320,12
2321,17
2322,17
2323,13
2324,17
2325,17
2326,13
2327,17
2328,16
2329,16
2330,17
2331,12
2332,17
2333,12
2334,16
2335,17
2336,13
2337,12
2338,8
2339,12
2340,17
2341,17
2342,13
2343,13
2344,12
2345,7
2346,13
2347,8
2348,12
2349,17
2350,17
2351,17
2352,12
2353,17
2354,17
2355,17
2356,17
2357,17
2358,17
2359,17
2360,17
2361,17
2362,13
2363,13
2364,17
2365,8
2366,8
2367,13
2368,13
2369,17
2370,17
2371,17
2372,13
2373,12
2374,17
2375,17
2376,17
2377,17
2378,16
2379,8
2380,13
2381,17
2382,17
2383,17
2384,17
2385,16
2386,12
2387,17
2388,17
2389,17
2390,17
2391,7
2392,17
2393,17
2394,17
2395,7
2396,17
2397,7
2398,13
2399,12
2400,16
2401,17
2402,17
2403,13
2404,13
2405,17
2406,13
2407,13
2408,17
2409,17
2410,17
2411,17
2412,13
2413,13
2414,17
2415,17
2416,7
2417,13
2418,12
2419,17
2420,13
2421,12
2422,17
2423,17
2424,17
2425,17
2426,13
2427,17
2428,17
2429,17
2430,17
2431,17
2432,17
2433,7
2434,17
2435,7
2436,8
2437,12
2438,17
2439,7
2440,17
2441,13
2442,17
2443,17
2444,17
2445,17
2446,12
2447,17
2448,8
2449,13
2450,17
2451,17
2452,16
2453,17
2454,17
2455,17
2456,17
2457,17
2458,17
2459,16
2460,8
2461,17
2462,12
2463,17
2464,12
2465,17
2466,12
2467,17
2468,17
2469,17
2470,17
2471,17
2472,12
2473,12
2474,13
2475,13
2476,12
2477,17
2478,17
2479,17
2480,7
2481,13
2482,17
2483,17
2484,17
2485,17
2486,17
2487,17
2488,17
2489,13
2490,17
2491,17
2492,12
2493,17
2494,17
2495,8
2496,17
2497,17
2498,13
2499,12
2500,17
2501,17
2502,7
2503,17
2504,17
2505,17
2506,17
2507,17
2508,17
2509,12
2510,16
2511,12
2512,16
2513,12
2514,17
2515,17
2516,17
2517,12
2518,17
2519,17
2520,17
2521,17
2522,17
2523,17
2524,13
2525,17
2526,13
2527,17
2528,17
2529,17
2530,17
2531,17
2532,17
2533,17
2534,12
2535,13
2536,17
2537,17
2538,7
2539,8
2540,17
2541,13
2542,17
2543,17
2544,12
2545,17
2546,17
2547,17
2548,17
2549,17
2550,17
2551,17
2552,17
2553,17
2554,17
2555,17
2556,12
2557,17
2558,13
2559,17
2560,17
2561,17
2562,17
2563,17
2564,17
2565,17
2566,17
2567,13
2568,12
2569,17
2570,17
2571,13
2572,17
2573,17
2574,17
2575,17
2576,17
2577,17
2578,13
2579,17
2580,17
2581,17
2582,13
2583,12
2584,8
2585,17
2586,8
2587,17
2588,17
2589,12
2590,12
2591,17
2592,17
2593,12
2594,17
2595,16
2596,17
2597,17
2598,12
2599,12
2600,17
2601,17
2602,17
2603,17
2604,7
2605,17
2606,17
2607,17
2608,17
2609,16
2610,12
2611,13
2612,17
2613,13
2614,17
2615,17
2616,17
2617,12
2618,16
2619,13
2620,17
2621,8
2622,17
2623,17
2624,17
2625,17
2626,17
2627,8
2628,8
2629,13
2630,12
2631,17
2632,17
2633,17
2634,8
2635,17
2636,17
2637,8
2638,13
2639,17
2640,8
2641,8
2642,13
2643,13
2644,12
2645,13
2646,8
2647,17
2648,8
2649,8
2650,12
2651,17
2652,17
2653,7
2654,12
2655,17
2656,17
2657,13
2658,8
2659,8
2660,8
2661,8
2662,17
2663,14
2664,17
2665,1
2666,14
2667,1
2668,17
2669,14
2670,1
2671,17
2672,17
2673,17
2674,17
2675,17
2676,14
2677,1
2678,17
2679,17
2680,1
2681,1
2682,1
2683,14
2684,1
2685,17
2686,17
2687,14
2688,17
2689,17
2690,1
2691,14
2692,17
2693,17
2694,17
2695,1
2696,17
2697,14
2698,17
2699,1
2700,17
2701,17
2702,17
2703,14
2704,17
2705,17
2706,17
2707,1
2708,17
2709,17
2710,17
2711,17
2712,14
2713,17
2714,14
2715,17
2716,14
2717,14
2718,1
2719,14
2720,17
2721,14
2722,17
2723,17
2724,17
2725,14
2726,17
2727,17
2728,17
2729,14
2730,1
2731,14
2732,17
2733,17
2734,17
2735,17
2736,14
2737,17
2738,14
2739,1
2740,14
2741,17
2742,1
2743,17
2744,1
2745,17
2746,17
2747,17
2748,17
2749,14
2750,1
2751,1
2752,14
2753,17
2754,14
2755,1
2756,1
2757,1
2758,1
2759,14
2760,17
2761,17
2762,17
2763,14
2764,1
2765,17
2766,17
2767,17
2768,17
2769,14
2770,17
2771,17
2772,17
2773,14
2774,1
2775,17
2776,14
2777,17
2778,1
2779,17
2780,14
2781,14
2782,17
2783,1
2784,14
2785,14
2786,14
2787,1
2788,14
2789,17
2790,17
2791,17
2792,17
2793,17
2794,17
2795,17
2796,17
2797,17
2798,17
2799,17
2800,17
2801,1
2802,17
2803,17
2804,14
2805,17
2806,17
2807,1
2808,17
2809,17
2810,17
2811,1
2812,17
2813,14
2814,14
2815,17
2816,1
2817,14
2818,17
2819,17
2820,14
2821,17
2822,17
2823,17
2824,17
2825,17
2826,14
2827,17
2828,1
2829,17
2830,14
2831,14
2832,17
2833,14
2834,17
2835,17
2836,1
2837,14
2838,17
2839,17
2840,1
2841,14
2842,14
2843,17
2844,14
2845,14
2846,14
2847,17
2848,17
2849,17
2850,17
2851,1
2852,17
2853,17
2854,17
2855,17
2856,17
2857,17
2858,17
2859,17
2860,14
2861,17
2862,17
2863,1
2864,17
2865,1
2866,14
2867,1
2868,1
2869,14
2870,17
2871,14
2872,14
2873,1
2874,1
2875,1
2876,17
2877,17
2878,1
2879,17
2880,17
2881,1
2882,14
2883,17
2884,17
2885,17
2886,17
2887,17
2888,17
2889,17
2890,17
2891,1
2892,17
2893,14
2894,17
2895,17
2896,17
2897,1
2898,1
2899,17
2900,17
2901,14
2902,14
2903,17
2904,17
2905,14
2906,1
2907,1
2908,17
2909,17
2910,1
2911,1
2912,1
2913,1
2914,1
2915,14
2916,1
2917,1
2918,17
2919,14
2920,1
2921,1
2922,14
2923,17
2924,17
2925,17
2926,1
2927,17
2928,1
2929,1
2930,1
2931,17
2932,1
2933,14
2934,17
2935,14
2936,17
2937,17
2938,17
2939,14
2940,17
2941,1
2942,17
2943,17
2944,1
2945,1
2946,1
2947,1
2948,14
2949,17
2950,17
2951,14
2952,14
2953,17
2954,17
2955,17
2956,14
2957,1
2958,17
2959,14
2960,17
2961,1
2962,17
2963,14
2964,17
2965,17
2966,17
2967,1
2968,17
2969,17
2970,1
2971,17
2972,17
2973,17
2974,17
2975,1
2976,17
2977,14
2978,17
2979,17
2980,17
2981,17
2982,17
2983,17
2984,17
2985,14
2986,1
2987,1
2988,17
2989,1
2990,14
2991,14
2992,17
2993,17
2994,1
2995,1
2996,17
